Dog_ID,Dog_Name,Dog_Gender,Dog_Breed,Date_of_Birth,Dog_Age,Training_Start_Date,Last_Training_Date,Training_Hours,Complete_Task,Health_Score,Stress_Level,Task_Completion_Rate,Time_Index,Behavioral_Notes
RO168,Jack9,Male,Rottweiler,2018-01-07,6.8,2018-03-18,2023-02-13,359.1,6,69.22,5.9,0.4,2023-02-13,Jack was highly energetic and responsive.
GR169,Cooper10,Female,Golden Retriever,2019-06-19,5.3,2019-12-22,2022-07-22,302.85,5,72.76,7.2,0.33,2022-07-22,Cooper was highly energetic and responsive.
DO170,Charlie11,Female,Doberman,2017-11-25,6.9,2018-05-14,2019-02-02,341.75,6,66.88,4.3,0.4,2019-02-02,Charlie executed commands flawlessly.
LA171,Rocky10,Female,Labrador,2022-05-22,2.4,2022-08-24,2022-11-30,179.44,3,89.45,4.3,0.2,2022-11-30,Rocky showed good scent tracking skills.
LA172,Maggie5,Male,Labrador,2017-09-25,7.0,2018-05-02,2022-08-02,360.26,6,60.77,2.2,0.4,2022-08-02,Maggie was highly energetic and responsive.
PO173,Bella6,Female,Poodle,2019-12-24,4.8,2020-03-21,2020-06-12,289.43,5,75.99,4.5,0.33,2020-06-12,Bella needs more focus.
GR174,Jack10,Female,Golden Retriever,2017-10-10,7.0,2018-02-26,2021-06-09,370.26,6,69.99,2.8,0.4,2021-06-09,Jack executed commands flawlessly.
GR175,Lola8,Male,Golden Retriever,2017-10-14,7.0,2017-12-27,2021-08-27,369.21,6,67.1,5.9,0.4,2021-08-27,Lola performed exceptionally well.
BM176,Duke9,Male,Belgian Malinois,2018-09-22,6.1,2019-07-09,2020-11-09,313.6,5,66.51,2.2,0.33,2020-11-09,Duke showed great agility and focus.
LA177,Luna9,Female,Labrador,2017-07-15,7.2,2018-05-23,2019-12-05,374.48,6,60.0,3.8,0.4,2019-12-05,Luna showed great agility and focus.
RO178,Daisy9,Female,Rottweiler,2021-12-13,2.8,2022-03-17,2023-03-06,210.69,4,85.5,7.1,0.27,2023-03-06,Daisy was highly energetic and responsive.
GS179,Bailey15,Male,German Shepherd,2021-05-01,3.4,2022-01-07,2023-07-05,243.93,4,78.55,2.1,0.27,2023-07-05,Bailey executed commands flawlessly.
BM180,Duke10,Male,Belgian Malinois,2019-02-28,5.6,2019-07-23,2021-07-30,327.9,5,72.19,3.6,0.33,2021-07-30,Duke was distracted.
BM181,Bear6,Female,Belgian Malinois,2021-05-17,3.4,2022-05-02,2023-04-07,232.08,4,78.93,6.8,0.27,2023-04-07,Bear showed good scent tracking skills.
BC182,Rocky11,Male,Border Collie,2018-12-29,5.8,2019-11-12,2020-03-05,330.51,6,66.28,1.4,0.4,2020-03-05,Rocky showed good scent tracking skills.
BM183,Bear7,Female,Belgian Malinois,2022-06-09,2.3,2023-03-20,2024-02-09,191.93,3,86.52,3.2,0.2,2024-02-09,Bear was slightly distracted but performed well overall.
BM184,Lola9,Male,Belgian Malinois,2022-02-08,2.7,2022-05-29,2023-09-21,197.87,3,86.14,4.1,0.2,2023-09-21,Lola executed commands flawlessly.
HU185,Bella7,Female,Husky,2018-04-22,6.5,2018-07-27,2022-10-21,344.35,6,63.56,3.2,0.4,2022-10-21,Bella was distracted.
BM186,Lola10,Male,Belgian Malinois,2021-03-13,3.6,2021-05-31,2021-10-11,226.61,4,80.84,6.5,0.27,2021-10-11,Lola needs to improve attention span.
GS187,Bella8,Female,German Shepherd,2020-08-25,4.1,2020-12-14,2023-10-30,273.59,5,79.17,8.9,0.33,2023-10-30,Bella showed great agility and focus.
LA188,Cooper11,Female,Labrador,2017-02-09,7.7,2017-10-31,2020-08-12,377.36,6,60.03,1.5,0.4,2020-08-12,Cooper showed great agility and focus.
BC189,Sadie11,Female,Border Collie,2022-09-08,2.1,2022-12-02,2024-03-17,164.11,3,87.14,4.3,0.2,2024-03-17,Sadie was slightly distracted but performed well overall.
HU190,Charlie12,Female,Husky,2022-03-16,2.6,2023-01-31,2024-09-27,185.29,3,87.53,1.7,0.2,2024-09-27,Charlie needs more focus.
DO191,Bailey16,Female,Doberman,2021-06-12,3.3,2021-09-15,2022-05-01,219.51,4,86.45,4.1,0.27,2022-05-01,Bailey was highly energetic and responsive.
GS192,Bear8,Female,German Shepherd,2017-03-03,7.6,2017-04-22,2017-11-23,366.56,6,64.14,8.2,0.4,2017-11-23,Bear needs more focus.
DO193,Rocky12,Male,Doberman,2019-02-06,5.7,2020-01-15,2021-11-27,300.25,5,76.41,7.7,0.33,2021-11-27,Rocky performed exceptionally well.
BC194,Bella9,Female,Border Collie,2019-06-02,5.4,2020-03-01,2020-05-04,297.23,5,74.74,9.8,0.33,2020-05-04,Bella showed good scent tracking skills.
BM195,Max8,Female,Belgian Malinois,2019-10-20,5.0,2020-10-19,2024-02-15,290.61,5,77.21,6.3,0.33,2024-02-15,Max executed commands flawlessly.
RO196,Maggie6,Female,Rottweiler,2021-02-13,3.7,2021-07-17,2021-10-19,241.65,4,83.51,2.7,0.27,2021-10-19,Maggie showed great agility and focus.
HU197,Daisy10,Male,Husky,2018-02-23,6.6,2018-07-07,2023-03-13,347.57,6,68.11,5.2,0.4,2023-03-13,Daisy showed improvement.
GS198,Molly10,Male,German Shepherd,2019-02-18,5.6,2019-11-19,2022-11-29,305.07,5,76.57,5.1,0.33,2022-11-29,Molly needs more focus.
HU199,Bailey17,Female,Husky,2019-10-25,5.0,2020-10-01,2023-07-19,275.19,5,72.47,6.0,0.33,2023-07-19,Bailey needs to improve attention span.
BM200,Oliver8,Male,Belgian Malinois,2017-04-18,7.5,2017-10-27,2023-04-14,375.2,6,66.84,8.2,0.4,2023-04-14,Oliver performed exceptionally well.
BM201,Buddy7,Female,Belgian Malinois,2018-05-09,6.4,2018-12-01,2020-08-21,331.62,6,65.88,7.4,0.4,2020-08-21,Buddy was highly energetic and responsive.
DO202,Jack11,Female,Doberman,2020-05-18,4.4,2020-09-28,2023-11-05,255.85,5,78.62,3.4,0.33,2023-11-05,Jack was distracted.
BC203,Stella10,Male,Border Collie,2020-01-22,4.7,2020-03-17,2024-01-17,292.46,5,73.76,3.1,0.33,2024-01-17,Stella was distracted.
PO204,Bella10,Female,Poodle,2021-08-26,3.1,2021-12-04,2022-01-08,234.83,4,89.28,2.4,0.27,2022-01-08,Bella showed great agility and focus.
DO205,Bear9,Female,Doberman,2019-03-06,5.6,2019-08-29,2023-05-12,292.37,5,74.69,6.9,0.33,2023-05-12,Bear needs to improve attention span.
RO206,Charlie13,Male,Rottweiler,2018-02-03,6.7,2018-06-03,2018-11-28,371.14,6,65.47,5.5,0.4,2018-11-28,Charlie performed exceptionally well.
LA207,Max9,Female,Labrador,2021-07-29,3.2,2022-02-15,2023-01-02,218.17,4,85.41,5.7,0.27,2023-01-02,Max executed commands flawlessly.
RO208,Lola11,Female,Rottweiler,2020-08-13,4.2,2020-11-08,2022-10-16,244.0,4,78.59,3.3,0.27,2022-10-16,Lola executed commands flawlessly.
LA209,Bella11,Female,Labrador,2020-08-11,4.2,2020-12-08,2024-06-11,271.75,5,82.97,8.4,0.33,2024-06-11,Bella needs more focus.
HU210,Cooper12,Female,Husky,2021-09-16,3.1,2022-01-18,2022-07-10,215.35,4,88.86,1.1,0.27,2022-07-10,Cooper was slightly distracted but performed well overall.
BE211,Lola12,Female,Beagle,2019-01-30,5.7,2019-08-02,2022-12-06,322.67,5,66.61,6.9,0.33,2022-12-06,Lola needs to improve attention span.
LA212,Buddy8,Female,Labrador,2019-05-04,5.4,2019-08-23,2021-12-30,309.94,5,77.23,9.0,0.33,2021-12-30,Buddy performed exceptionally well.
GR213,Oliver9,Female,Golden Retriever,2020-04-20,4.5,2020-09-09,2021-07-09,267.88,5,77.05,9.9,0.33,2021-07-09,Oliver was highly energetic and responsive.
PO214,Bailey18,Female,Poodle,2020-04-30,4.4,2020-10-03,2024-08-26,275.19,5,81.73,1.7,0.33,2024-08-26,Bailey showed great agility and focus.
RO215,Luna10,Male,Rottweiler,2021-07-09,3.3,2021-09-08,2024-08-08,211.84,4,83.87,2.5,0.27,2024-08-08,Luna needs more focus.
DO216,Buddy9,Male,Doberman,2017-04-18,7.5,2017-07-03,2023-04-23,379.07,6,60.0,2.2,0.4,2023-04-23,Buddy was slightly distracted but performed well overall.
DO217,Stella11,Male,Doberman,2017-08-05,7.2,2018-02-08,2018-06-07,365.84,6,67.16,7.7,0.4,2018-06-07,Stella showed good scent tracking skills.
GR218,Charlie14,Female,Golden Retriever,2018-11-30,5.9,2019-01-31,2019-11-03,338.63,6,66.19,9.4,0.4,2019-11-03,Charlie showed improvement.
BM219,Daisy11,Male,Belgian Malinois,2021-04-05,3.5,2022-03-29,2024-05-13,237.09,4,81.7,9.9,0.27,2024-05-13,Daisy was slightly distracted but performed well overall.
DO220,Lucy12,Female,Doberman,2021-11-17,2.9,2022-09-19,2023-03-04,214.89,4,83.98,2.6,0.27,2023-03-04,Lucy needs more focus.
PO221,Molly11,Male,Poodle,2020-04-12,4.5,2020-05-13,2024-09-07,249.66,4,75.48,7.1,0.27,2024-09-07,Molly needs more focus.
PO222,Bailey19,Female,Poodle,2020-03-15,4.6,2020-08-18,2023-04-18,266.35,5,74.76,9.4,0.33,2023-04-18,Bailey was distracted.
LA223,Daisy12,Male,Labrador,2020-01-30,4.7,2020-06-13,2020-11-27,260.29,5,71.84,6.4,0.33,2020-11-27,Daisy showed improvement.
BE224,Charlie15,Female,Beagle,2017-11-09,6.9,2018-04-07,2024-05-25,347.44,6,69.14,1.5,0.4,2024-05-25,Charlie needs more focus.
BM225,Tucker14,Female,Belgian Malinois,2019-03-08,5.6,2019-08-06,2021-05-15,325.05,5,76.86,5.7,0.33,2021-05-15,Tucker was slightly distracted but performed well overall.
BM226,Jack12,Male,Belgian Malinois,2020-10-24,4.0,2021-10-09,2024-03-31,252.23,5,75.47,4.1,0.33,2024-03-31,Jack was slightly distracted but performed well overall.
RO227,Bella12,Female,Rottweiler,2018-03-14,6.6,2018-06-28,2021-12-07,342.56,6,69.54,5.3,0.4,2021-12-07,Bella needs to improve attention span.
BM228,Rocky13,Female,Belgian Malinois,2022-02-17,2.6,2022-12-31,2024-03-27,216.21,4,87.57,2.2,0.27,2024-03-27,Rocky needs to improve attention span.
BM229,Bear10,Female,Belgian Malinois,2021-11-22,2.9,2022-08-09,2023-09-22,192.45,3,87.75,2.7,0.2,2023-09-22,Bear performed exceptionally well.
PO230,Maggie7,Male,Poodle,2021-12-17,2.8,2022-04-22,2024-08-22,215.47,4,88.24,6.0,0.27,2024-08-22,Maggie showed great agility and focus.
BE231,Bella13,Female,Beagle,2022-08-10,2.2,2022-12-26,2023-08-07,200.98,4,85.17,10.0,0.27,2023-08-07,Bella showed great agility and focus.
BE232,Maggie8,Male,Beagle,2018-05-01,6.4,2018-09-30,2022-06-08,351.02,6,66.81,5.8,0.4,2022-06-08,Maggie was highly energetic and responsive.
BM233,Jack13,Female,Belgian Malinois,2017-01-10,7.7,2017-10-21,2023-02-10,372.69,6,66.31,5.2,0.4,2023-02-10,Jack was highly energetic and responsive.
BE234,Luna11,Female,Beagle,2018-02-19,6.6,2018-04-13,2024-09-02,362.06,6,69.41,1.1,0.4,2024-09-02,Luna needs more focus.
BC235,Stella12,Female,Border Collie,2019-06-20,5.3,2019-10-06,2020-12-10,291.94,5,72.3,8.5,0.33,2020-12-10,Stella showed great agility and focus.
RO236,Bella14,Female,Rottweiler,2017-04-19,7.5,2018-04-12,2023-11-11,379.68,6,64.83,4.2,0.4,2023-11-11,Bella executed commands flawlessly.
RO237,Sadie12,Male,Rottweiler,2022-02-13,2.7,2022-12-08,2023-02-10,214.81,4,82.24,8.4,0.27,2023-02-10,Sadie showed improvement.
LA238,Daisy13,Male,Labrador,2020-03-08,4.6,2020-05-11,2024-05-28,258.54,5,74.19,5.1,0.33,2024-05-28,Daisy showed improvement.
BC239,Maggie9,Female,Border Collie,2017-04-22,7.5,2017-05-30,2017-07-26,382.54,6,61.61,1.2,0.4,2017-07-26,Maggie performed exceptionally well.
RO240,Oliver10,Male,Rottweiler,2017-02-22,7.6,2017-10-30,2019-12-03,369.28,6,60.0,2.3,0.4,2019-12-03,Oliver needs to improve attention span.
BC241,Molly12,Female,Border Collie,2018-10-21,6.0,2019-04-05,2023-10-19,320.88,5,68.73,4.7,0.33,2023-10-19,Molly showed good scent tracking skills.
BE242,Tucker15,Female,Beagle,2021-11-15,2.9,2022-11-14,2024-10-09,219.13,4,81.44,4.4,0.27,2024-10-09,Tucker needs more focus.
DO243,Charlie16,Male,Doberman,2020-11-09,3.9,2021-01-20,2023-12-09,260.06,5,81.95,4.0,0.33,2023-12-09,Charlie was distracted.
RO244,Charlie17,Male,Rottweiler,2020-05-29,4.4,2021-04-14,2024-01-12,255.84,5,82.24,7.2,0.33,2024-01-12,Charlie performed exceptionally well.
RO245,Stella13,Male,Rottweiler,2020-10-07,4.0,2021-04-16,2021-06-17,268.46,5,80.87,7.8,0.33,2021-06-17,Stella was slightly distracted but performed well overall.
GR246,Oliver11,Male,Golden Retriever,2020-01-31,4.7,2020-12-16,2023-03-22,283.33,5,76.91,4.5,0.33,2023-03-22,Oliver executed commands flawlessly.
GR247,Molly13,Female,Golden Retriever,2022-03-06,2.6,2022-05-25,2023-09-14,186.79,3,82.76,6.4,0.2,2023-09-14,Molly showed good scent tracking skills.
BC248,Lucy13,Female,Border Collie,2022-06-12,2.3,2023-06-01,2023-11-17,197.59,3,88.01,3.1,0.2,2023-11-17,Lucy needs more focus.
PO249,Daisy14,Male,Poodle,2018-07-08,6.3,2018-09-19,2022-02-09,348.17,6,70.63,1.7,0.4,2022-02-09,Daisy executed commands flawlessly.
PO250,Rocky14,Female,Poodle,2019-03-24,5.5,2019-10-24,2020-06-28,289.91,5,76.93,5.0,0.33,2020-06-28,Rocky performed exceptionally well.
GR251,Rocky15,Male,Golden Retriever,2020-09-04,4.1,2021-05-12,2023-12-17,256.03,5,79.62,1.9,0.33,2023-12-17,Rocky was distracted.
HU252,Bailey20,Male,Husky,2019-02-21,5.6,2019-10-06,2019-11-30,301.67,5,70.88,1.8,0.33,2019-11-30,Bailey needs more focus.
BE253,Stella14,Male,Beagle,2018-07-05,6.3,2018-10-29,2020-06-18,327.01,5,66.18,2.3,0.33,2020-06-18,Stella executed commands flawlessly.
PO254,Jack14,Female,Poodle,2019-06-02,5.4,2020-03-05,2024-08-23,285.58,5,70.52,3.2,0.33,2024-08-23,Jack showed great agility and focus.
BC255,Maggie10,Male,Border Collie,2017-08-23,7.1,2017-11-15,2019-06-22,358.44,6,68.99,4.0,0.4,2019-06-22,Maggie showed good scent tracking skills.
PO256,Bella15,Female,Poodle,2019-01-09,5.8,2019-09-16,2024-05-12,330.44,6,72.51,6.3,0.4,2024-05-12,Bella performed exceptionally well.
HU257,Maggie11,Male,Husky,2017-05-28,7.4,2017-12-04,2019-12-31,396.08,6,67.69,3.6,0.4,2019-12-31,Maggie showed great agility and focus.
BC258,Tucker16,Female,Border Collie,2018-07-24,6.2,2019-01-13,2023-07-10,327.1,5,73.32,2.8,0.33,2023-07-10,Tucker needs more focus.
GS259,Bailey21,Male,German Shepherd,2017-08-08,7.2,2017-12-23,2022-12-22,381.91,6,67.31,1.6,0.4,2022-12-22,Bailey was slightly distracted but performed well overall.
DO260,Rocky16,Female,Doberman,2020-01-24,4.7,2020-07-01,2024-04-09,262.42,5,75.73,4.4,0.33,2024-04-09,Rocky showed great agility and focus.
BC261,Sadie13,Female,Border Collie,2016-10-14,8.0,2017-07-30,2022-05-08,400.0,6,62.91,4.2,0.4,2022-05-08,Sadie needs more focus.
BC262,Cooper13,Male,Border Collie,2019-12-30,4.8,2020-07-28,2021-08-02,285.88,5,71.44,9.9,0.33,2021-08-02,Cooper was slightly distracted but performed well overall.
HU263,Daisy15,Male,Husky,2022-08-29,2.1,2022-11-17,2023-09-07,167.63,3,91.97,6.0,0.2,2023-09-07,Daisy showed good scent tracking skills.
BE264,Lola13,Female,Beagle,2018-05-23,6.4,2019-02-14,2023-07-14,347.18,6,69.9,2.4,0.4,2023-07-14,Lola showed improvement.
DO265,Buddy10,Female,Doberman,2018-02-11,6.7,2018-04-25,2019-09-12,364.5,6,68.8,4.1,0.4,2019-09-12,Buddy was highly energetic and responsive.
DO266,Bear11,Female,Doberman,2018-11-15,5.9,2019-08-15,2020-03-31,318.78,5,72.47,3.9,0.33,2020-03-31,Bear performed exceptionally well.
LA267,Buddy11,Male,Labrador,2018-12-06,5.8,2019-12-02,2020-08-11,324.59,5,67.64,9.9,0.33,2020-08-11,Buddy needs to improve attention span.
RO268,Duke11,Male,Rottweiler,2019-01-25,5.7,2019-12-07,2022-05-28,332.09,6,68.82,4.6,0.4,2022-05-28,Duke executed commands flawlessly.
GS269,Daisy16,Female,German Shepherd,2022-06-14,2.3,2023-05-24,2024-09-17,174.14,3,89.42,4.5,0.2,2024-09-17,Daisy needs to improve attention span.
BE270,Jack15,Male,Beagle,2021-08-21,3.1,2022-06-21,2023-01-28,210.88,4,81.47,2.0,0.27,2023-01-28,Jack showed great agility and focus.
RO271,Bella16,Female,Rottweiler,2018-05-18,6.4,2019-04-13,2020-01-01,333.92,6,71.46,6.6,0.4,2020-01-01,Bella performed exceptionally well.
BC272,Stella15,Male,Border Collie,2021-04-11,3.5,2021-10-18,2022-07-16,220.79,4,78.67,4.4,0.27,2022-07-16,Stella executed commands flawlessly.
RO273,Lucy14,Female,Rottweiler,2021-03-26,3.5,2022-02-13,2023-04-11,228.17,4,82.37,5.8,0.27,2023-04-11,Lucy executed commands flawlessly.
RO274,Duke12,Female,Rottweiler,2019-07-16,5.2,2019-10-25,2020-12-11,287.58,5,73.51,1.5,0.33,2020-12-11,Duke was highly energetic and responsive.
LA275,Sadie14,Male,Labrador,2020-08-03,4.2,2021-03-17,2024-06-09,257.72,5,78.95,7.2,0.33,2024-06-09,Sadie was slightly distracted but performed well overall.
DO276,Sadie15,Male,Doberman,2021-11-07,2.9,2022-09-22,2022-11-22,220.59,4,82.71,1.3,0.27,2022-11-22,Sadie needs to improve attention span.
RO277,Oliver12,Male,Rottweiler,2017-08-25,7.1,2018-07-10,2024-02-27,368.24,6,60.63,2.0,0.4,2024-02-27,Oliver needs more focus.
HU278,Bailey22,Male,Husky,2017-10-30,6.9,2018-09-04,2021-03-17,378.34,6,61.52,8.5,0.4,2021-03-17,Bailey needs to improve attention span.
BM279,Charlie18,Female,Belgian Malinois,2019-10-31,4.9,2020-05-26,2020-12-20,281.31,5,80.44,8.0,0.33,2020-12-20,Charlie needs to improve attention span.
BE280,Stella16,Female,Beagle,2017-12-23,6.8,2018-04-16,2019-12-07,366.39,6,69.14,8.2,0.4,2019-12-07,Stella showed good scent tracking skills.
HU281,Bailey23,Female,Husky,2020-11-21,3.9,2021-06-04,2023-02-23,237.82,4,78.17,8.7,0.27,2023-02-23,Bailey was distracted.
GS282,Daisy17,Male,German Shepherd,2019-09-02,5.1,2020-09-01,2021-06-17,299.31,5,70.83,2.3,0.33,2021-06-17,Daisy was highly energetic and responsive.
BE283,Lucy15,Female,Beagle,2021-03-08,3.6,2022-01-27,2023-12-05,225.75,4,81.14,5.1,0.27,2023-12-05,Lucy was distracted.
PO284,Molly14,Female,Poodle,2018-08-22,6.1,2019-05-11,2024-10-07,328.27,5,70.32,8.8,0.33,2024-10-07,Molly was distracted.
DO285,Luna12,Male,Doberman,2016-10-13,8.0,2017-06-03,2019-12-12,400.0,6,63.25,5.5,0.4,2019-12-12,Luna was highly energetic and responsive.
BM286,Bella17,Male,Belgian Malinois,2017-05-03,7.4,2017-11-24,2018-07-10,359.34,6,64.26,8.5,0.4,2018-07-10,Bella showed improvement.
GR287,Duke13,Female,Golden Retriever,2017-08-29,7.1,2017-09-28,2022-08-15,354.34,6,66.39,2.2,0.4,2022-08-15,Duke performed exceptionally well.
GS288,Jack16,Male,German Shepherd,2018-09-26,6.0,2019-03-03,2019-09-17,319.87,5,74.04,2.5,0.33,2019-09-17,Jack was slightly distracted but performed well overall.
BM289,Tucker17,Female,Belgian Malinois,2021-10-03,3.0,2021-12-20,2022-01-20,201.04,4,80.78,6.3,0.27,2022-01-20,Tucker needs more focus.
DO290,Max10,Male,Doberman,2018-12-04,5.9,2019-03-05,2024-01-29,318.14,5,66.82,1.6,0.33,2024-01-29,Max was slightly distracted but performed well overall.
GR291,Buddy12,Male,Golden Retriever,2019-04-07,5.5,2019-11-11,2021-08-14,291.74,5,75.23,7.8,0.33,2021-08-14,Buddy executed commands flawlessly.
GS292,Cooper14,Male,German Shepherd,2020-12-08,3.8,2021-08-20,2023-09-08,251.4,5,82.28,2.4,0.33,2023-09-08,Cooper was slightly distracted but performed well overall.
BC293,Lola14,Male,Border Collie,2021-10-21,3.0,2022-01-10,2022-07-02,222.6,4,85.9,4.5,0.27,2022-07-02,Lola was slightly distracted but performed well overall.
HU294,Rocky17,Male,Husky,2019-09-03,5.1,2020-08-28,2021-03-18,281.18,5,75.51,7.5,0.33,2021-03-18,Rocky performed exceptionally well.
LA295,Oliver13,Male,Labrador,2016-12-21,7.8,2017-11-26,2023-09-13,380.05,6,60.0,6.8,0.4,2023-09-13,Oliver needs to improve attention span.
DO296,Lucy16,Male,Doberman,2020-01-28,4.7,2020-11-08,2024-07-06,280.01,5,76.78,9.8,0.33,2024-07-06,Lucy was highly energetic and responsive.
HU297,Rocky18,Female,Husky,2018-01-22,6.7,2018-08-27,2020-09-02,361.76,6,71.04,7.9,0.4,2020-09-02,Rocky showed improvement.
BC298,Cooper15,Male,Border Collie,2019-11-03,4.9,2020-03-22,2020-07-11,300.65,5,79.99,4.6,0.33,2020-07-11,Cooper performed exceptionally well.
RO299,Daisy18,Female,Rottweiler,2018-04-08,6.5,2018-06-19,2024-07-24,345.26,6,64.03,1.8,0.4,2024-07-24,Daisy was distracted.
RO300,Bear12,Male,Rottweiler,2019-02-11,5.7,2019-09-29,2023-02-11,319.12,5,74.85,7.1,0.33,2023-02-11,Bear was distracted.
BM301,Daisy19,Male,Belgian Malinois,2022-02-16,2.6,2022-07-21,2022-11-16,214.49,4,83.16,6.5,0.27,2022-11-16,Daisy showed improvement.
BM302,Duke14,Male,Belgian Malinois,2022-08-21,2.1,2022-11-29,2023-01-09,165.3,3,94.03,5.7,0.2,2023-01-09,Duke performed exceptionally well.
GS303,Luna13,Male,German Shepherd,2019-10-07,5.0,2020-01-05,2024-06-01,303.5,5,73.35,4.9,0.33,2024-06-01,Luna needs more focus.
GR304,Jack17,Male,Golden Retriever,2017-03-19,7.6,2017-12-07,2023-09-29,379.4,6,62.0,6.1,0.4,2023-09-29,Jack was highly energetic and responsive.
GS305,Jack18,Male,German Shepherd,2021-06-26,3.3,2021-11-19,2021-12-24,205.51,4,87.13,3.2,0.27,2021-12-24,Jack showed great agility and focus.
HU306,Lucy17,Male,Husky,2020-10-08,4.0,2020-11-25,2024-01-31,262.12,5,82.14,6.9,0.33,2024-01-31,Lucy needs to improve attention span.
HU307,Tucker18,Female,Husky,2019-03-11,5.6,2019-08-26,2024-05-12,293.12,5,70.73,5.5,0.33,2024-05-12,Tucker showed improvement.
GS308,Tucker19,Male,German Shepherd,2018-04-13,6.5,2018-06-17,2023-10-04,358.39,6,70.24,3.8,0.4,2023-10-04,Tucker was distracted.
RO309,Lola15,Male,Rottweiler,2018-08-22,6.1,2019-01-01,2022-05-09,331.3,6,67.54,6.6,0.4,2022-05-09,Lola showed great agility and focus.
HU310,Stella17,Female,Husky,2020-08-02,4.2,2021-06-07,2022-11-21,243.52,4,83.32,1.2,0.27,2022-11-21,Stella needs more focus.
HU311,Max11,Female,Husky,2022-10-06,2.0,2023-05-16,2024-08-22,184.52,3,88.08,2.8,0.2,2024-08-22,Max needs to improve attention span.
PO312,Sadie16,Male,Poodle,2021-03-07,3.6,2021-08-27,2022-04-04,216.76,4,79.31,8.6,0.27,2022-04-04,Sadie was slightly distracted but performed well overall.
HU313,Lola16,Male,Husky,2021-09-15,3.1,2022-06-30,2022-12-13,221.74,4,83.44,6.3,0.27,2022-12-13,Lola showed improvement.
PO314,Rocky19,Male,Poodle,2019-07-05,5.3,2019-12-15,2021-10-20,315.79,5,72.43,8.5,0.33,2021-10-20,Rocky was highly energetic and responsive.
HU315,Lola17,Female,Husky,2020-02-28,4.6,2020-05-06,2021-07-25,257.94,5,79.7,2.0,0.33,2021-07-25,Lola was distracted.
GS316,Lola18,Female,German Shepherd,2019-04-04,5.5,2019-11-28,2020-08-31,307.69,5,77.15,2.9,0.33,2020-08-31,Lola performed exceptionally well.
DO317,Jack19,Male,Doberman,2021-10-06,3.0,2022-01-24,2024-05-29,219.94,4,88.26,7.3,0.27,2024-05-29,Jack showed improvement.
BE318,Bella18,Male,Beagle,2021-10-03,3.0,2022-03-09,2023-04-07,208.35,4,80.49,3.7,0.27,2023-04-07,Bella executed commands flawlessly.
LA319,Lucy18,Female,Labrador,2019-12-23,4.8,2020-03-10,2022-11-11,264.08,5,78.94,2.1,0.33,2022-11-11,Lucy showed improvement.
BE320,Rocky20,Male,Beagle,2018-04-15,6.5,2018-11-21,2019-11-30,347.04,6,65.09,8.3,0.4,2019-11-30,Rocky showed improvement.
GR321,Bear13,Female,Golden Retriever,2021-05-02,3.4,2021-07-18,2023-06-27,212.4,4,87.42,1.5,0.27,2023-06-27,Bear showed good scent tracking skills.
PO322,Lucy19,Female,Poodle,2022-06-13,2.3,2023-01-24,2024-05-04,173.16,3,85.65,2.7,0.2,2024-05-04,Lucy performed exceptionally well.
DO323,Rocky21,Male,Doberman,2020-01-09,4.8,2021-01-04,2022-09-30,279.96,5,79.83,5.3,0.33,2022-09-30,Rocky was distracted.
BM324,Lucy20,Male,Belgian Malinois,2018-01-28,6.7,2018-06-09,2024-05-31,341.22,6,71.44,5.9,0.4,2024-05-31,Lucy showed improvement.
PO325,Luna14,Female,Poodle,2017-05-05,7.4,2017-11-27,2024-04-30,377.6,6,61.88,2.6,0.4,2024-04-30,Luna was highly energetic and responsive.
BC326,Tucker20,Male,Border Collie,2019-08-18,5.1,2019-10-16,2024-05-28,310.91,5,74.79,7.9,0.33,2024-05-28,Tucker needs to improve attention span.
GS327,Buddy13,Male,German Shepherd,2020-01-28,4.7,2020-07-12,2023-08-08,288.9,5,80.67,1.5,0.33,2023-08-08,Buddy needs to improve attention span.
BC328,Lucy21,Female,Border Collie,2020-10-30,3.9,2021-02-27,2022-07-26,249.95,4,83.56,7.3,0.27,2022-07-26,Lucy showed good scent tracking skills.
LA329,Luna15,Male,Labrador,2020-08-31,4.1,2021-06-09,2024-07-23,246.11,4,79.4,1.8,0.27,2024-07-23,Luna needs to improve attention span.
BC330,Tucker21,Male,Border Collie,2016-11-15,7.9,2017-08-16,2017-09-17,389.52,6,61.64,8.3,0.4,2017-09-17,Tucker was highly energetic and responsive.
GS331,Bella19,Male,German Shepherd,2022-07-14,2.2,2022-10-27,2024-07-18,190.69,3,85.42,2.0,0.2,2024-07-18,Bella needs more focus.
HU332,Cooper16,Female,Husky,2018-05-05,6.4,2019-03-31,2019-11-22,333.46,6,66.23,9.8,0.4,2019-11-22,Cooper was slightly distracted but performed well overall.
DO333,Bella20,Male,Doberman,2018-10-11,6.0,2019-03-04,2022-12-26,328.56,5,66.75,3.8,0.33,2022-12-26,Bella performed exceptionally well.
GS334,Duke15,Male,German Shepherd,2018-05-22,6.4,2019-04-07,2019-07-12,327.28,5,66.18,8.3,0.33,2019-07-12,Duke showed good scent tracking skills.
BE335,Stella18,Male,Beagle,2017-03-19,7.6,2017-06-29,2021-04-15,394.81,6,60.0,9.8,0.4,2021-04-15,Stella executed commands flawlessly.
